X,Y
-0.24771168913674457,-0.10463030856731181
-0.6863619476926837,-0.06115687008762113
-0.30367130583634716,-0.01958448965875706
-0.9611227815315473,-0.015186083027249185
0.24735894422826865,-0.07899013044930513
-0.17600173193765345,0.43382030938658483
0.44305692475226177,-0.1058060046892516
0.014412033130712043,0.8434055938788725
0.1517714912732646,0.6083376396146533
-0.29518594126273756,-0.01089852981887724
0.40499212820975106,-0.06077824382907966
0.328051732022292,-0.012564388822363451
-0.586763486888934,-0.007019856234338105
-0.7608657508595651,-0.005274076021565035
-0.2340026374381461,0.051358885472249344
-0.20822147679006142,0.0928128418061486
0.7240450035730865,0.11132143631453112
-0.5809035377811693,-0.10456675145947547
0.19339229616171028,0.20294141435944585
0.7219891922415254,-0.009168940770976046
-0.5012416570321356,0.017056483962819148
-0.19654986604909674,0.3094586428512859
-0.666772562846903,-0.023827392868680512
0.5977002142186802,-0.053118376494459114
0.3010399671546955,-0.02130851769349802
0.3020285342909452,-0.0560685709463399
0.20119839982613086,0.19687193269963812
-0.6441486198538828,-0.04276853830125782
-0.5166908748429904,-0.05282227635523171
-0.37305143120205453,-0.0023753367045472075
-0.922876391549659,0.006083803539749737
-0.6429190703884573,0.006094461612884305
-0.35376523463093035,0.10166239879640288
0.15652931006027226,0.28157311460718953
-0.7211497542635046,-0.04069877850327852
-0.9270316591055561,1.154564282579288e-05
-0.3306966370948623,0.07397198920638617
-0.5847496869383189,-0.05498876971667463
0.02920424647520936,0.6729046591795584
-0.704053215803204,-0.054199087395168336
0.8116014936964016,-0.0034855673602551865
-0.5881599590864832,-0.06889357934353202
0.04351236299527783,0.8316959152310351
-0.9506713768671196,0.01007006240745179
0.7163626894891644,-0.034815501152501385
-0.7245552063735203,-0.06640253548402614
0.921497483604589,0.030106536343680962
-0.8095893580980908,0.0791057585485707
-0.7084779602724547,0.02965694911995939
-0.5829159319532284,-0.1196871887651399
-0.8114526113054186,-0.0369155392228838
0.761364525910273,0.02880287824952866
-0.45667789305617434,0.030007922220211744
0.7996456011769357,0.018481982820958975
-0.2203544443909662,0.12476023112529235
-0.9383103927458578,-0.006167812872466543
-0.07742849091449866,0.6715070592219565
-0.24546684878562908,0.0677239165649436
-0.42096532595916836,0.1319615078718167
-0.8451004375619098,0.026734428913634634
-0.2461427267595584,0.026084084691911882
0.4114379058535147,-0.06965315360525169
-0.42994565762428594,-0.10906155986685132
0.428888857926492,-0.041248685399933524
-0.16193192155824354,0.267749246029986
-0.4051817084293152,-0.07454861147445116
-0.17145267890301574,0.4161713261801308
0.6777083919032765,-0.04525346126675362
-0.8750393340473965,0.014711492655092138
0.6918664262961562,0.007496765591169193
-0.8305698875801006,-0.03997238012087491
0.5788608348273574,-0.025341710488678195
0.12363787536303916,0.5913636044690396
-0.0008387407996297558,1.0788012210364246
0.6595539190429276,0.006011218658189076
0.6619451355510926,0.011232155693654523
0.04487934532943183,0.9033456852531414
-0.6445970450528502,0.01563235244008573
0.11795902358942367,0.5702108639875388
0.38646651889218164,-0.016013443041571766
0.9731758178304186,-0.0015130749380688994
0.44789357683155506,0.05429328205849911
-0.8151917555116224,-0.00631865224083923
-0.42148765615887607,0.1243455601263771
0.8310826413321666,-0.008822040665054546
0.9750087055956285,-0.002091799371117238
0.0016753660553343597,1.2437074339537024
-0.6723676273226706,-0.1020957278926564
0.009311213736554524,0.9105861533478756
