document_id,filename,label
0,../../raw/C50/C50train/RobinSidel/147604newsML.txt,RobinSidel
1,../../raw/C50/C50train/RobinSidel/196812newsML.txt,RobinSidel
2,../../raw/C50/C50train/RobinSidel/219316newsML.txt,RobinSidel
3,../../raw/C50/C50train/RobinSidel/251225newsML.txt,RobinSidel
4,../../raw/C50/C50train/RobinSidel/177958newsML.txt,RobinSidel
5,../../raw/C50/C50train/RobinSidel/163815newsML.txt,RobinSidel
6,../../raw/C50/C50train/RobinSidel/198999newsML.txt,RobinSidel
7,../../raw/C50/C50train/RobinSidel/196990newsML.txt,RobinSidel
8,../../raw/C50/C50train/RobinSidel/110986newsML.txt,RobinSidel
9,../../raw/C50/C50train/RobinSidel/216335newsML.txt,RobinSidel
10,../../raw/C50/C50train/RobinSidel/153574newsML.txt,RobinSidel
11,../../raw/C50/C50train/RobinSidel/207287newsML.txt,RobinSidel
12,../../raw/C50/C50train/RobinSidel/142837newsML.txt,RobinSidel
13,../../raw/C50/C50train/RobinSidel/168806newsML.txt,RobinSidel
14,../../raw/C50/C50train/RobinSidel/163749newsML.txt,RobinSidel
15,../../raw/C50/C50train/RobinSidel/147744newsML.txt,RobinSidel
16,../../raw/C50/C50train/RobinSidel/166722newsML.txt,RobinSidel
17,../../raw/C50/C50train/RobinSidel/156766newsML.txt,RobinSidel
18,../../raw/C50/C50train/RobinSidel/163771newsML.txt,RobinSidel
19,../../raw/C50/C50train/RobinSidel/168531newsML.txt,RobinSidel
20,../../raw/C50/C50train/RobinSidel/104639newsML.txt,RobinSidel
21,../../raw/C50/C50train/RobinSidel/257938newsML.txt,RobinSidel
22,../../raw/C50/C50train/RobinSidel/140433newsML.txt,RobinSidel
23,../../raw/C50/C50train/RobinSidel/137061newsML.txt,RobinSidel
24,../../raw/C50/C50train/RobinSidel/105455newsML.txt,RobinSidel
25,../../raw/C50/C50train/RobinSidel/10726newsML.txt,RobinSidel
26,../../raw/C50/C50train/RobinSidel/144598newsML.txt,RobinSidel
27,../../raw/C50/C50train/RobinSidel/186416newsML.txt,RobinSidel
28,../../raw/C50/C50train/RobinSidel/220676newsML.txt,RobinSidel
29,../../raw/C50/C50train/RobinSidel/122605newsML.txt,RobinSidel
30,../../raw/C50/C50train/RobinSidel/168654newsML.txt,RobinSidel
31,../../raw/C50/C50train/RobinSidel/196693newsML.txt,RobinSidel
32,../../raw/C50/C50train/RobinSidel/110827newsML.txt,RobinSidel
33,../../raw/C50/C50train/RobinSidel/113551newsML.txt,RobinSidel
34,../../raw/C50/C50train/RobinSidel/264190newsML.txt,RobinSidel
35,../../raw/C50/C50train/RobinSidel/164273newsML.txt,RobinSidel
36,../../raw/C50/C50train/RobinSidel/243684newsML.txt,RobinSidel
37,../../raw/C50/C50train/RobinSidel/143798newsML.txt,RobinSidel
38,../../raw/C50/C50train/RobinSidel/259306newsML.txt,RobinSidel
39,../../raw/C50/C50train/RobinSidel/172865newsML.txt,RobinSidel
40,../../raw/C50/C50train/RobinSidel/129717newsML.txt,RobinSidel
41,../../raw/C50/C50train/RobinSidel/156978newsML.txt,RobinSidel
42,../../raw/C50/C50train/RobinSidel/207288newsML.txt,RobinSidel
43,../../raw/C50/C50train/RobinSidel/175201newsML.txt,RobinSidel
44,../../raw/C50/C50train/RobinSidel/206638newsML.txt,RobinSidel
45,../../raw/C50/C50train/RobinSidel/129289newsML.txt,RobinSidel
46,../../raw/C50/C50train/RobinSidel/255995newsML.txt,RobinSidel
47,../../raw/C50/C50train/RobinSidel/173005newsML.txt,RobinSidel
48,../../raw/C50/C50train/RobinSidel/243641newsML.txt,RobinSidel
49,../../raw/C50/C50train/RobinSidel/173947newsML.txt,RobinSidel
50,../../raw/C50/C50train/LynnleyBrowning/245918newsML.txt,LynnleyBrowning
51,../../raw/C50/C50train/LynnleyBrowning/169353newsML.txt,LynnleyBrowning
52,../../raw/C50/C50train/LynnleyBrowning/293211newsML.txt,LynnleyBrowning
53,../../raw/C50/C50train/LynnleyBrowning/103703newsML.txt,LynnleyBrowning
54,../../raw/C50/C50train/LynnleyBrowning/318451newsML.txt,LynnleyBrowning
55,../../raw/C50/C50train/LynnleyBrowning/159726newsML.txt,LynnleyBrowning
56,../../raw/C50/C50train/LynnleyBrowning/263781newsML.txt,LynnleyBrowning
57,../../raw/C50/C50train/LynnleyBrowning/114005newsML.txt,LynnleyBrowning
58,../../raw/C50/C50train/LynnleyBrowning/107881newsML.txt,LynnleyBrowning
59,../../raw/C50/C50train/LynnleyBrowning/123245newsML.txt,LynnleyBrowning
60,../../raw/C50/C50train/LynnleyBrowning/266599newsML.txt,LynnleyBrowning
61,../../raw/C50/C50train/LynnleyBrowning/308394newsML.txt,LynnleyBrowning
62,../../raw/C50/C50train/LynnleyBrowning/105018newsML.txt,LynnleyBrowning
63,../../raw/C50/C50train/LynnleyBrowning/248885newsML.txt,LynnleyBrowning
64,../../raw/C50/C50train/LynnleyBrowning/262566newsML.txt,LynnleyBrowning
65,../../raw/C50/C50train/LynnleyBrowning/163468newsML.txt,LynnleyBrowning
66,../../raw/C50/C50train/LynnleyBrowning/295731newsML.txt,LynnleyBrowning
67,../../raw/C50/C50train/LynnleyBrowning/324280newsML.txt,LynnleyBrowning
68,../../raw/C50/C50train/LynnleyBrowning/236661newsML.txt,LynnleyBrowning
69,../../raw/C50/C50train/LynnleyBrowning/209593newsML.txt,LynnleyBrowning
70,../../raw/C50/C50train/LynnleyBrowning/230857newsML.txt,LynnleyBrowning
71,../../raw/C50/C50train/LynnleyBrowning/202315newsML.txt,LynnleyBrowning
72,../../raw/C50/C50train/LynnleyBrowning/263722newsML.txt,LynnleyBrowning
73,../../raw/C50/C50train/LynnleyBrowning/27013newsML.txt,LynnleyBrowning
74,../../raw/C50/C50train/LynnleyBrowning/305426newsML.txt,LynnleyBrowning
75,../../raw/C50/C50train/LynnleyBrowning/156303newsML.txt,LynnleyBrowning
76,../../raw/C50/C50train/LynnleyBrowning/219830newsML.txt,LynnleyBrowning
77,../../raw/C50/C50train/LynnleyBrowning/199480newsML.txt,LynnleyBrowning
78,../../raw/C50/C50train/LynnleyBrowning/185549newsML.txt,LynnleyBrowning
79,../../raw/C50/C50train/LynnleyBrowning/266625newsML.txt,LynnleyBrowning
80,../../raw/C50/C50train/LynnleyBrowning/269386newsML.txt,LynnleyBrowning
81,../../raw/C50/C50train/LynnleyBrowning/206315newsML.txt,LynnleyBrowning
82,../../raw/C50/C50train/LynnleyBrowning/147283newsML.txt,LynnleyBrowning
83,../../raw/C50/C50train/LynnleyBrowning/130255newsML.txt,LynnleyBrowning
84,../../raw/C50/C50train/LynnleyBrowning/269345newsML.txt,LynnleyBrowning
85,../../raw/C50/C50train/LynnleyBrowning/241692newsML.txt,LynnleyBrowning
86,../../raw/C50/C50train/LynnleyBrowning/298904newsML.txt,LynnleyBrowning
87,../../raw/C50/C50train/LynnleyBrowning/318404newsML.txt,LynnleyBrowning
88,../../raw/C50/C50train/LynnleyBrowning/314644newsML.txt,LynnleyBrowning
89,../../raw/C50/C50train/LynnleyBrowning/166151newsML.txt,LynnleyBrowning
90,../../raw/C50/C50train/LynnleyBrowning/224891newsML.txt,LynnleyBrowning
91,../../raw/C50/C50train/LynnleyBrowning/153131newsML.txt,LynnleyBrowning
92,../../raw/C50/C50train/LynnleyBrowning/116673newsML.txt,LynnleyBrowning
93,../../raw/C50/C50train/LynnleyBrowning/102195newsML.txt,LynnleyBrowning
94,../../raw/C50/C50train/LynnleyBrowning/239652newsML.txt,LynnleyBrowning
95,../../raw/C50/C50train/LynnleyBrowning/166214newsML.txt,LynnleyBrowning
96,../../raw/C50/C50train/LynnleyBrowning/260916newsML.txt,LynnleyBrowning
97,../../raw/C50/C50train/LynnleyBrowning/239689newsML.txt,LynnleyBrowning
98,../../raw/C50/C50train/LynnleyBrowning/182130newsML.txt,LynnleyBrowning
99,../../raw/C50/C50train/LynnleyBrowning/294148newsML.txt,LynnleyBrowning
100,../../raw/C50/C50train/KouroshKarimkhany/271793newsML.txt,KouroshKarimkhany
101,../../raw/C50/C50train/KouroshKarimkhany/170654newsML.txt,KouroshKarimkhany
102,../../raw/C50/C50train/KouroshKarimkhany/264379newsML.txt,KouroshKarimkhany
103,../../raw/C50/C50train/KouroshKarimkhany/299663newsML.txt,KouroshKarimkhany
104,../../raw/C50/C50train/KouroshKarimkhany/331262newsML.txt,KouroshKarimkhany
105,../../raw/C50/C50train/KouroshKarimkhany/128940newsML.txt,KouroshKarimkhany
106,../../raw/C50/C50train/KouroshKarimkhany/315358newsML.txt,KouroshKarimkhany
107,../../raw/C50/C50train/KouroshKarimkhany/183605newsML.txt,KouroshKarimkhany
108,../../raw/C50/C50train/KouroshKarimkhany/173933newsML.txt,KouroshKarimkhany
109,../../raw/C50/C50train/KouroshKarimkhany/298368newsML.txt,KouroshKarimkhany
110,../../raw/C50/C50train/KouroshKarimkhany/124768newsML.txt,KouroshKarimkhany
111,../../raw/C50/C50train/KouroshKarimkhany/113206newsML.txt,KouroshKarimkhany
112,../../raw/C50/C50train/KouroshKarimkhany/271795newsML.txt,KouroshKarimkhany
113,../../raw/C50/C50train/KouroshKarimkhany/271894newsML.txt,KouroshKarimkhany
114,../../raw/C50/C50train/KouroshKarimkhany/185419newsML.txt,KouroshKarimkhany
115,../../raw/C50/C50train/KouroshKarimkhany/290979newsML.txt,KouroshKarimkhany
116,../../raw/C50/C50train/KouroshKarimkhany/189198newsML.txt,KouroshKarimkhany
117,../../raw/C50/C50train/KouroshKarimkhany/200795newsML.txt,KouroshKarimkhany
118,../../raw/C50/C50train/KouroshKarimkhany/129309newsML.txt,KouroshKarimkhany
119,../../raw/C50/C50train/KouroshKarimkhany/120392newsML.txt,KouroshKarimkhany
120,../../raw/C50/C50train/KouroshKarimkhany/287796newsML.txt,KouroshKarimkhany
121,../../raw/C50/C50train/KouroshKarimkhany/123800newsML.txt,KouroshKarimkhany
122,../../raw/C50/C50train/KouroshKarimkhany/160557newsML.txt,KouroshKarimkhany
123,../../raw/C50/C50train/KouroshKarimkhany/313088newsML.txt,KouroshKarimkhany
124,../../raw/C50/C50train/KouroshKarimkhany/307652newsML.txt,KouroshKarimkhany
125,../../raw/C50/C50train/KouroshKarimkhany/104417newsML.txt,KouroshKarimkhany
126,../../raw/C50/C50train/KouroshKarimkhany/121032newsML.txt,KouroshKarimkhany
127,../../raw/C50/C50train/KouroshKarimkhany/117158newsML.txt,KouroshKarimkhany
128,../../raw/C50/C50train/KouroshKarimkhany/160129newsML.txt,KouroshKarimkhany
129,../../raw/C50/C50train/KouroshKarimkhany/272490newsML.txt,KouroshKarimkhany
130,../../raw/C50/C50train/KouroshKarimkhany/287103newsML.txt,KouroshKarimkhany
131,../../raw/C50/C50train/KouroshKarimkhany/218300newsML.txt,KouroshKarimkhany
132,../../raw/C50/C50train/KouroshKarimkhany/146032newsML.txt,KouroshKarimkhany
133,../../raw/C50/C50train/KouroshKarimkhany/311972newsML.txt,KouroshKarimkhany
134,../../raw/C50/C50train/KouroshKarimkhany/101520newsML.txt,KouroshKarimkhany
135,../../raw/C50/C50train/KouroshKarimkhany/331500newsML.txt,KouroshKarimkhany
